geo_id,geo_name,tot_pop,white_tot,black_tot,aian_tot,asian_tot,nhopi_tot,other_tot,two_more_tot,latin_tot,median_income
1500000US260250028003,Block Group 3; Census Tract 28; Calhoun County; Michigan,836,791,12,0,0,0,0,14,19,66500
1500000US260250028004,Block Group 4; Census Tract 28; Calhoun County; Michigan,712,678,4,0,0,0,0,24,6,54844
1500000US260250029001,Block Group 1; Census Tract 29; Calhoun County; Michigan,890,828,1,1,0,0,0,34,26,81000
1500000US260250029002,Block Group 2; Census Tract 29; Calhoun County; Michigan,1091,1044,0,3,10,0,0,34,0,88125
1500000US260250029003,Block Group 3; Census Tract 29; Calhoun County; Michigan,911,876,0,0,0,0,0,18,17,60781
1500000US260250030001,Block Group 1; Census Tract 30; Calhoun County; Michigan,1045,1029,0,0,0,0,1,8,7,78750
1500000US260250030002,Block Group 2; Census Tract 30; Calhoun County; Michigan,999,960,2,0,0,0,0,14,23,59375
1500000US260250031001,Block Group 1; Census Tract 31; Calhoun County; Michigan,597,540,22,0,5,0,0,30,0,55714
1500000US260250031002,Block Group 2; Census Tract 31; Calhoun County; Michigan,1387,1263,1,0,0,0,0,99,24,50156
1500000US260250031003,Block Group 3; Census Tract 31; Calhoun County; Michigan,917,868,0,0,0,0,0,0,49,86875
1500000US260250032001,Block Group 1; Census Tract 32; Calhoun County; Michigan,671,657,0,0,0,0,0,6,8,64583
1500000US260250032002,Block Group 2; Census Tract 32; Calhoun County; Michigan,1616,1408,67,7,0,0,0,77,57,54817
1500000US260250033001,Block Group 1; Census Tract 33; Calhoun County; Michigan,512,261,180,0,0,8,0,41,22,24830
1500000US260250033002,Block Group 2; Census Tract 33; Calhoun County; Michigan,380,235,82,10,0,0,0,53,0,-
1500000US260250033003,Block Group 3; Census Tract 33; Calhoun County; Michigan,947,864,63,4,0,0,0,13,3,66500
1500000US260250034001,Block Group 1; Census Tract 34; Calhoun County; Michigan,1215,832,193,0,21,0,0,32,137,38500
1500000US260250034002,Block Group 2; Census Tract 34; Calhoun County; Michigan,824,629,113,25,3,0,0,2,52,77188
1500000US260250035001,Block Group 1; Census Tract 35; Calhoun County; Michigan,686,539,58,3,0,0,5,13,68,50250
1500000US260250035002,Block Group 2; Census Tract 35; Calhoun County; Michigan,917,680,93,5,0,0,0,50,89,48229
1500000US260250035003,Block Group 3; Census Tract 35; Calhoun County; Michigan,800,561,164,0,0,0,0,47,28,55040
1500000US260250036001,Block Group 1; Census Tract 36; Calhoun County; Michigan,1129,185,850,0,0,0,2,50,42,17257
1500000US260250036002,Block Group 2; Census Tract 36; Calhoun County; Michigan,481,291,142,0,0,0,0,8,40,37917
1500000US260250036003,Block Group 3; Census Tract 36; Calhoun County; Michigan,397,135,183,1,0,0,13,25,40,37500
1500000US260250037001,Block Group 1; Census Tract 37; Calhoun County; Michigan,1292,1236,0,6,0,0,0,32,18,66406
1500000US260250037002,Block Group 2; Census Tract 37; Calhoun County; Michigan,850,767,0,1,0,0,0,11,71,60625
1500000US260250037003,Block Group 3; Census Tract 37; Calhoun County; Michigan,1086,800,18,3,0,0,0,198,67,63906
1500000US260250037004,Block Group 4; Census Tract 37; Calhoun County; Michigan,1435,1305,38,2,9,0,0,24,57,67500
1500000US260250038001,Block Group 1; Census Tract 38; Calhoun County; Michigan,1706,1367,6,0,122,0,9,59,143,96649
1500000US260250038002,Block Group 2; Census Tract 38; Calhoun County; Michigan,1266,1158,0,0,0,0,0,0,108,117222
1500000US260250038003,Block Group 3; Census Tract 38; Calhoun County; Michigan,1192,1138,0,0,0,0,0,34,20,80333
1500000US260250039001,Block Group 1; Census Tract 39; Calhoun County; Michigan,1436,1384,0,0,10,0,0,28,14,96607
1500000US260250039002,Block Group 2; Census Tract 39; Calhoun County; Michigan,1176,1111,0,0,24,0,0,41,0,80476
1500000US260250039003,Block Group 3; Census Tract 39; Calhoun County; Michigan,609,598,0,0,0,0,0,11,0,67083
1500000US260250039004,Block Group 4; Census Tract 39; Calhoun County; Michigan,1571,1450,5,0,51,0,0,10,55,74023
1500000US260250040001,Block Group 1; Census Tract 40; Calhoun County; Michigan,754,657,23,0,0,0,0,9,65,53295
1500000US260250040002,Block Group 2; Census Tract 40; Calhoun County; Michigan,921,826,0,0,0,0,0,55,40,65167
1500000US260250040003,Block Group 3; Census Tract 40; Calhoun County; Michigan,811,735,0,0,0,0,0,13,63,44070
1500000US260250040004,Block Group 4; Census Tract 40; Calhoun County; Michigan,490,462,0,0,0,0,0,6,22,62778
1500000US260250040005,Block Group 5; Census Tract 40; Calhoun County; Michigan,982,929,0,0,0,0,0,44,9,89183
1500000US260250041001,Block Group 1; Census Tract 41; Calhoun County; Michigan,702,410,124,0,23,0,0,10,135,53083
1500000US260250041002,Block Group 2; Census Tract 41; Calhoun County; Michigan,1342,571,450,0,12,0,0,21,288,30638
1500000US260270010001,Block Group 1; Census Tract 10; Cass County; Michigan,1217,1207,0,0,0,0,0,10,0,93788
1500000US260270010002,Block Group 2; Census Tract 10; Cass County; Michigan,1365,1251,0,12,30,0,0,10,62,85905
1500000US260270010003,Block Group 3; Census Tract 10; Cass County; Michigan,1237,1006,0,0,38,0,0,51,142,63882
1500000US260270011001,Block Group 1; Census Tract 11; Cass County; Michigan,1362,1091,7,17,5,0,0,163,79,36386
1500000US260270011002,Block Group 2; Census Tract 11; Cass County; Michigan,1482,1343,0,12,10,0,79,7,31,91007
1500000US260270012001,Block Group 1; Census Tract 12; Cass County; Michigan,1676,1588,11,0,30,0,10,29,8,97583
1500000US260270012002,Block Group 2; Census Tract 12; Cass County; Michigan,1570,1267,5,0,0,0,0,262,36,93050
1500000US260270015001,Block Group 1; Census Tract 15; Cass County; Michigan,783,601,14,0,25,0,0,7,136,-
1500000US260270015002,Block Group 2; Census Tract 15; Cass County; Michigan,853,701,0,54,0,0,0,61,37,83906
1500000US260270015003,Block Group 3; Census Tract 15; Cass County; Michigan,970,900,64,0,0,0,0,0,6,67458
1500000US260270015004,Block Group 4; Census Tract 15; Cass County; Michigan,883,756,115,2,10,0,0,0,0,56429
1500000US260270016001,Block Group 1; Census Tract 16; Cass County; Michigan,879,654,104,1,45,0,17,16,42,65294
1500000US260270016002,Block Group 2; Census Tract 16; Cass County; Michigan,1478,943,17,0,2,0,212,80,224,99408
1500000US260270016003,Block Group 3; Census Tract 16; Cass County; Michigan,547,402,93,0,0,0,23,21,8,62750
1500000US260270016004,Block Group 4; Census Tract 16; Cass County; Michigan,932,667,126,19,14,0,10,83,13,72708
1500000US260270017011,Block Group 1; Census Tract 17.01; Cass County; Michigan,1233,1161,7,0,0,6,31,28,0,67917
1500000US260270017012,Block Group 2; Census Tract 17.01; Cass County; Michigan,383,340,0,34,0,0,0,9,0,62321
1500000US260270017013,Block Group 3; Census Tract 17.01; Cass County; Michigan,1308,1207,12,7,10,0,0,10,62,66553
1500000US260270017021,Block Group 1; Census Tract 17.02; Cass County; Michigan,1108,1055,0,0,0,0,0,27,26,82063
1500000US260270017022,Block Group 2; Census Tract 17.02; Cass County; Michigan,1101,1017,10,39,0,0,0,14,21,67969
1500000US260270018011,Block Group 1; Census Tract 18.01; Cass County; Michigan,1944,1915,2,0,3,0,0,24,0,123112
1500000US260270018012,Block Group 2; Census Tract 18.01; Cass County; Michigan,1241,1045,7,0,44,0,0,90,55,95865
1500000US260270018021,Block Group 1; Census Tract 18.02; Cass County; Michigan,1471,1458,0,2,0,0,0,0,11,48576
1500000US260270018022,Block Group 2; Census Tract 18.02; Cass County; Michigan,761,747,0,0,0,0,0,14,0,85150
1500000US260270018023,Block Group 3; Census Tract 18.02; Cass County; Michigan,919,824,6,0,9,0,8,66,6,59191
1500000US260270018024,Block Group 4; Census Tract 18.02; Cass County; Michigan,1321,1183,0,0,12,0,0,60,66,58482
1500000US260270019011,Block Group 1; Census Tract 19.01; Cass County; Michigan,2113,1459,217,51,60,0,25,37,264,62767
1500000US260270019012,Block Group 2; Census Tract 19.01; Cass County; Michigan,998,916,22,0,0,0,0,44,16,63662
1500000US260270019021,Block Group 1; Census Tract 19.02; Cass County; Michigan,1397,1285,0,0,0,0,0,17,95,91500
1500000US260270019022,Block Group 2; Census Tract 19.02; Cass County; Michigan,772,698,15,42,0,0,0,9,8,65500
1500000US260270020001,Block Group 1; Census Tract 20; Cass County; Michigan,1233,1102,43,12,0,0,0,40,36,64063
1500000US260270020002,Block Group 2; Census Tract 20; Cass County; Michigan,479,452,18,1,0,0,0,8,0,69821
1500000US260270020003,Block Group 3; Census Tract 20; Cass County; Michigan,686,594,0,0,0,0,15,14,63,41964
1500000US260270020004,Block Group 4; Census Tract 20; Cass County; Michigan,682,503,19,97,0,0,0,55,8,26215
1500000US260270020005,Block Group 5; Census Tract 20; Cass County; Michigan,1324,1199,94,12,0,0,0,19,0,46637
1500000US260270021001,Block Group 1; Census Tract 21; Cass County; Michigan,877,510,203,0,64,0,0,87,13,35179
1500000US260270021002,Block Group 2; Census Tract 21; Cass County; Michigan,1553,853,488,0,0,0,0,172,40,57083
1500000US260270021003,Block Group 3; Census Tract 21; Cass County; Michigan,1726,1574,104,17,4,0,0,15,12,54519
1500000US260270021004,Block Group 4; Census Tract 21; Cass County; Michigan,1777,1297,152,49,37,0,0,24,218,36800
1500000US260270022011,Block Group 1; Census Tract 22.01; Cass County; Michigan,1035,579,267,0,13,0,0,48,128,36977
1500000US260270022012,Block Group 2; Census Tract 22.01; Cass County; Michigan,1220,922,92,19,0,0,0,26,161,58000
1500000US260270022021,Block Group 1; Census Tract 22.02; Cass County; Michigan,954,926,3,0,0,0,0,0,25,61974
1500000US260270022022,Block Group 2; Census Tract 22.02; Cass County; Michigan,1478,1441,6,0,0,0,0,31,0,116319
1500000US260270022023,Block Group 3; Census Tract 22.02; Cass County; Michigan,1276,1060,152,0,0,0,0,64,0,67096
1500000US260290001001,Block Group 1; Census Tract 1; Charlevoix County; Michigan,844,802,0,20,0,0,0,12,10,73636
1500000US260290001002,Block Group 2; Census Tract 1; Charlevoix County; Michigan,826,738,3,2,0,0,7,68,8,67500
1500000US260290002001,Block Group 1; Census Tract 2; Charlevoix County; Michigan,1313,1250,0,14,5,0,0,35,9,83056
1500000US260290003001,Block Group 1; Census Tract 3; Charlevoix County; Michigan,748,720,0,0,0,0,0,28,0,78750
1500000US260290003002,Block Group 2; Census Tract 3; Charlevoix County; Michigan,719,659,1,0,0,0,0,50,9,69344
1500000US260290003003,Block Group 3; Census Tract 3; Charlevoix County; Michigan,609,552,0,7,21,0,0,27,2,73125
1500000US260290004001,Block Group 1; Census Tract 4; Charlevoix County; Michigan,1068,987,0,68,7,0,0,4,2,86652
1500000US260290004002,Block Group 2; Census Tract 4; Charlevoix County; Michigan,571,494,0,7,0,0,0,70,0,69688
1500000US260290004003,Block Group 3; Census Tract 4; Charlevoix County; Michigan,1153,1080,0,6,21,0,13,9,24,83864
1500000US260290005001,Block Group 1; Census Tract 5; Charlevoix County; Michigan,657,617,0,7,3,0,9,19,2,69063
1500000US260290008001,Block Group 1; Census Tract 8; Charlevoix County; Michigan,1293,1205,0,5,5,0,12,10,56,71728
1500000US260290008002,Block Group 2; Census Tract 8; Charlevoix County; Michigan,1652,1474,6,4,16,0,0,36,116,79250
1500000US260290009001,Block Group 1; Census Tract 9; Charlevoix County; Michigan,1072,1037,0,4,0,0,0,4,27,93523
1500000US260290009002,Block Group 2; Census Tract 9; Charlevoix County; Michigan,929,879,2,16,0,0,0,27,5,111406
1500000US260290010001,Block Group 1; Census Tract 10; Charlevoix County; Michigan,640,619,6,0,0,0,0,7,8,68750
1500000US260290010002,Block Group 2; Census Tract 10; Charlevoix County; Michigan,787,757,1,0,0,0,1,27,1,72500
1500000US260290010003,Block Group 3; Census Tract 10; Charlevoix County; Michigan,780,745,0,18,0,0,0,17,0,77000
1500000US260290011001,Block Group 1; Census Tract 11; Charlevoix County; Michigan,1019,907,0,0,0,0,0,17,95,57031
1500000US260290011002,Block Group 2; Census Tract 11; Charlevoix County; Michigan,588,508,0,10,16,0,0,9,45,60478
1500000US260290012001,Block Group 1; Census Tract 12; Charlevoix County; Michigan,817,730,0,8,0,0,0,79,0,86000
1500000US260290012002,Block Group 2; Census Tract 12; Charlevoix County; Michigan,1219,1107,1,20,3,0,0,62,26,90000
1500000US260290012003,Block Group 3; Census Tract 12; Charlevoix County; Michigan,1347,1301,0,8,1,0,0,3,34,60673
1500000US260290013001,Block Group 1; Census Tract 13; Charlevoix County; Michigan,985,913,32,0,5,0,0,35,0,58714
1500000US260290013002,Block Group 2; Census Tract 13; Charlevoix County; Michigan,540,516,13,3,0,0,0,5,3,76250
1500000US260290014001,Block Group 1; Census Tract 14; Charlevoix County; Michigan,1479,1336,0,8,6,0,0,46,83,57727
1500000US260290015001,Block Group 1; Census Tract 15; Charlevoix County; Michigan,787,724,17,0,0,0,0,37,9,26299
1500000US260290015002,Block Group 2; Census Tract 15; Charlevoix County; Michigan,1068,992,50,3,0,0,0,16,7,-
1500000US260290015003,Block Group 3; Census Tract 15; Charlevoix County; Michigan,664,595,0,3,0,0,6,10,50,70000
1500000US260299900000,Block Group 0; Census Tract 9900; Charlevoix County; Michigan,0,0,0,0,0,0,0,0,0,-
1500000US260319601001,Block Group 1; Census Tract 9601; Cheboygan County; Michigan,583,433,50,29,25,0,0,37,9,61316
1500000US260319601002,Block Group 2; Census Tract 9601; Cheboygan County; Michigan,1061,1017,0,12,2,0,0,9,21,62500
1500000US260319601003,Block Group 3; Census Tract 9601; Cheboygan County; Michigan,466,420,0,11,27,0,0,8,0,62264
1500000US260319601004,Block Group 4; Census Tract 9601; Cheboygan County; Michigan,485,409,0,20,7,0,0,42,7,59861
1500000US260319602001,Block Group 1; Census Tract 9602; Cheboygan County; Michigan,874,789,16,18,0,0,0,51,0,42578
1500000US260319602002,Block Group 2; Census Tract 9602; Cheboygan County; Michigan,1035,932,0,36,17,0,0,44,6,50735
1500000US260319602003,Block Group 3; Census Tract 9602; Cheboygan County; Michigan,953,815,0,7,11,0,17,39,64,54531
1500000US260319603001,Block Group 1; Census Tract 9603; Cheboygan County; Michigan,1024,982,16,14,8,0,0,0,4,41033
1500000US260319603002,Block Group 2; Census Tract 9603; Cheboygan County; Michigan,1169,1126,0,22,0,0,0,21,0,55064
1500000US260319603003,Block Group 3; Census Tract 9603; Cheboygan County; Michigan,1178,943,66,4,6,0,0,16,143,38313
1500000US260319603004,Block Group 4; Census Tract 9603; Cheboygan County; Michigan,724,679,0,9,0,0,0,36,0,64531
1500000US260319604011,Block Group 1; Census Tract 9604.01; Cheboygan County; Michigan,1853,1778,13,28,3,0,0,28,3,79226
1500000US260319604012,Block Group 2; Census Tract 9604.01; Cheboygan County; Michigan,639,622,0,10,1,0,0,6,0,96250
1500000US260319604021,Block Group 1; Census Tract 9604.02; Cheboygan County; Michigan,675,657,0,2,2,3,0,2,9,58672
1500000US260319604022,Block Group 2; Census Tract 9604.02; Cheboygan County; Michigan,557,392,0,46,0,0,0,84,35,59880
1500000US260319605001,Block Group 1; Census Tract 9605; Cheboygan County; Michigan,586,528,0,32,3,0,0,23,0,81450
1500000US260319605002,Block Group 2; Census Tract 9605; Cheboygan County; Michigan,694,664,0,5,0,0,0,14,11,68750
1500000US260319605003,Block Group 3; Census Tract 9605; Cheboygan County; Michigan,602,578,0,0,0,0,0,4,20,62667
1500000US260319605004,Block Group 4; Census Tract 9605; Cheboygan County; Michigan,673,582,13,9,8,0,6,51,4,81250
1500000US260319606001,Block Group 1; Census Tract 9606; Cheboygan County; Michigan,814,722,15,16,0,0,0,51,10,82188
1500000US260319606002,Block Group 2; Census Tract 9606; Cheboygan County; Michigan,506,414,0,0,0,0,0,78,14,61711
1500000US260319606003,Block Group 3; Census Tract 9606; Cheboygan County; Michigan,544,527,0,0,0,0,0,17,0,83785
1500000US260319606004,Block Group 4; Census Tract 9606; Cheboygan County; Michigan,560,487,0,16,0,0,0,57,0,-
1500000US260319607001,Block Group 1; Census Tract 9607; Cheboygan County; Michigan,1154,1002,14,32,1,0,0,105,0,65714
1500000US260319607002,Block Group 2; Census Tract 9607; Cheboygan County; Michigan,1198,1110,0,6,1,0,0,45,36,60682
1500000US260319607003,Block Group 3; Census Tract 9607; Cheboygan County; Michigan,1310,1195,0,23,0,0,4,88,0,47963
1500000US260319608001,Block Group 1; Census Tract 9608; Cheboygan County; Michigan,1044,955,0,12,2,0,0,72,3,59886
1500000US260319608002,Block Group 2; Census Tract 9608; Cheboygan County; Michigan,1328,1146,0,58,2,0,0,122,0,62955
1500000US260319608003,Block Group 3; Census Tract 9608; Cheboygan County; Michigan,433,418,0,0,0,0,8,5,2,45417
1500000US260319608004,Block Group 4; Census Tract 9608; Cheboygan County; Michigan,987,884,0,2,17,0,11,55,18,49286
1500000US260319900000,Block Group 0; Census Tract 9900; Cheboygan County; Michigan,0,0,0,0,0,0,0,0,0,-
1500000US260339701001,Block Group 1; Census Tract 9701; Chippewa County; Michigan,601,388,0,167,0,0,0,44,2,53393
1500000US260339701002,Block Group 2; Census Tract 9701; Chippewa County; Michigan,1157,723,0,113,0,0,0,311,10,78643
1500000US260339701003,Block Group 3; Census Tract 9701; Chippewa County; Michigan,1225,964,0,112,34,0,68,36,11,79318
1500000US260339702001,Block Group 1; Census Tract 9702; Chippewa County; Michigan,1419,673,0,511,7,0,37,191,0,37482
1500000US260339702002,Block Group 2; Census Tract 9702; Chippewa County; Michigan,1039,652,0,274,1,0,0,109,3,29219
1500000US260339702003,Block Group 3; Census Tract 9702; Chippewa County; Michigan,930,608,6,125,9,0,0,140,42,60247
1500000US260339703001,Block Group 1; Census Tract 9703; Chippewa County; Michigan,794,662,56,6,5,0,0,42,23,-
1500000US260339703002,Block Group 2; Census Tract 9703; Chippewa County; Michigan,644,486,0,98,0,0,26,33,1,42301
1500000US260339703003,Block Group 3; Census Tract 9703; Chippewa County; Michigan,1196,881,33,166,0,0,0,116,0,67159
1500000US260339703004,Block Group 4; Census Tract 9703; Chippewa County; Michigan,1188,1024,23,39,69,0,0,28,5,36705
1500000US260339704001,Block Group 1; Census Tract 9704; Chippewa County; Michigan,1249,853,32,185,0,0,0,157,22,51607
1500000US260339704002,Block Group 2; Census Tract 9704; Chippewa County; Michigan,1410,903,0,99,0,11,0,372,25,65882
1500000US260339705001,Block Group 1; Census Tract 9705; Chippewa County; Michigan,480,351,0,70,0,0,0,40,19,46875
1500000US260339705002,Block Group 2; Census Tract 9705; Chippewa County; Michigan,688,472,0,23,24,0,73,96,0,33043
1500000US260339705003,Block Group 3; Census Tract 9705; Chippewa County; Michigan,804,632,0,85,0,0,0,61,26,46940
1500000US260339705004,Block Group 4; Census Tract 9705; Chippewa County; Michigan,1568,1085,0,120,56,0,0,229,78,59006
1500000US260339706011,Block Group 1; Census Tract 9706.01; Chippewa County; Michigan,1120,973,0,23,0,0,0,124,0,96806
1500000US260339706012,Block Group 2; Census Tract 9706.01; Chippewa County; Michigan,1913,1476,1,196,0,0,2,229,9,64688
1500000US260339706021,Block Group 1; Census Tract 9706.02; Chippewa County; Michigan,637,401,8,132,0,0,2,71,23,58438
1500000US260339706022,Block Group 2; Census Tract 9706.02; Chippewa County; Michigan,1620,617,47,747,21,1,0,175,12,58571
1500000US260339707001,Block Group 1; Census Tract 9707; Chippewa County; Michigan,549,494,0,18,0,0,0,33,4,55625
1500000US260339707002,Block Group 2; Census Tract 9707; Chippewa County; Michigan,436,369,0,28,0,0,0,37,2,54750
1500000US260339708001,Block Group 1; Census Tract 9708; Chippewa County; Michigan,1166,994,8,140,4,0,5,14,1,75380
1500000US260339708002,Block Group 2; Census Tract 9708; Chippewa County; Michigan,513,440,0,30,2,0,0,39,2,79375
1500000US260339708003,Block Group 3; Census Tract 9708; Chippewa County; Michigan,859,662,20,72,10,0,0,75,20,67440
1500000US260339708004,Block Group 4; Census Tract 9708; Chippewa County; Michigan,1166,1003,0,74,0,0,0,48,41,74674
1500000US260339709001,Block Group 1; Census Tract 9709; Chippewa County; Michigan,1852,732,588,120,4,0,65,250,93,54464
1500000US260339709002,Block Group 2; Census Tract 9709; Chippewa County; Michigan,2659,1133,130,641,57,0,0,576,122,40313
1500000US260339710001,Block Group 1; Census Tract 9710; Chippewa County; Michigan,875,718,0,62,0,10,0,67,18,73158
1500000US260339710002,Block Group 2; Census Tract 9710; Chippewa County; Michigan,535,479,0,15,3,0,1,37,0,71250
1500000US260339710003,Block Group 3; Census Tract 9710; Chippewa County; Michigan,635,588,0,12,0,0,0,35,0,95500
1500000US260339710004,Block Group 4; Census Tract 9710; Chippewa County; Michigan,629,552,0,69,0,0,0,8,0,45208
1500000US260339711001,Block Group 1; Census Tract 9711; Chippewa County; Michigan,833,765,0,43,5,0,0,20,0,52212
1500000US260339711002,Block Group 2; Census Tract 9711; Chippewa County; Michigan,631,617,0,5,2,0,0,7,0,62188
1500000US260339801001,Block Group 1; Census Tract 9801; Chippewa County; Michigan,0,0,0,0,0,0,0,0,0,-
1500000US260339802001,Block Group 1; Census Tract 9802; Chippewa County; Michigan,1327,323,804,28,0,0,13,25,134,-
1500000US260339803001,Block Group 1; Census Tract 9803; Chippewa County; Michigan,323,114,150,0,0,0,5,18,36,-
1500000US260339900000,Block Group 0; Census Tract 9900; Chippewa County; Michigan,0,0,0,0,0,0,0,0,0,-
1500000US260339901000,Block Group 0; Census Tract 9901; Chippewa County; Michigan,0,0,0,0,0,0,0,0,0,-
1500000US260350001001,Block Group 1; Census Tract 1; Clare County; Michigan,1072,984,6,13,23,0,5,41,0,52167
1500000US260350001002,Block Group 2; Census Tract 1; Clare County; Michigan,621,593,11,0,0,0,0,12,5,45179
1500000US260350002001,Block Group 1; Census Tract 2; Clare County; Michigan,677,636,0,0,0,0,0,12,29,50435
1500000US260350002002,Block Group 2; Census Tract 2; Clare County; Michigan,612,585,4,0,0,0,0,16,7,49375
1500000US260350003001,Block Group 1; Census Tract 3; Clare County; Michigan,769,716,0,5,0,0,0,8,40,44844
1500000US260350003002,Block Group 2; Census Tract 3; Clare County; Michigan,479,380,0,0,0,0,8,91,0,36563
1500000US260350003003,Block Group 3; Census Tract 3; Clare County; Michigan,1001,906,0,14,0,0,0,16,65,46563
1500000US260350004001,Block Group 1; Census Tract 4; Clare County; Michigan,812,757,0,0,0,0,0,10,45,34531
1500000US260350004002,Block Group 2; Census Tract 4; Clare County; Michigan,1733,1675,0,7,0,0,0,48,3,46250
1500000US260350004003,Block Group 3; Census Tract 4; Clare County; Michigan,1267,1083,22,0,67,0,0,18,77,70938
1500000US260350005001,Block Group 1; Census Tract 5; Clare County; Michigan,777,751,0,0,0,0,0,8,18,55221
1500000US260350005002,Block Group 2; Census Tract 5; Clare County; Michigan,558,508,0,0,0,0,19,0,31,66667
1500000US260350006001,Block Group 1; Census Tract 6; Clare County; Michigan,890,855,22,0,0,0,0,13,0,67768
1500000US260350006002,Block Group 2; Census Tract 6; Clare County; Michigan,671,645,15,11,0,0,0,0,0,47750
1500000US260350006003,Block Group 3; Census Tract 6; Clare County; Michigan,1286,1092,0,0,0,0,0,0,194,36360
1500000US260350006004,Block Group 4; Census Tract 6; Clare County; Michigan,1099,1053,0,0,0,0,0,46,0,-
1500000US260350007001,Block Group 1; Census Tract 7; Clare County; Michigan,896,832,32,14,0,0,0,15,3,51450
1500000US260350007002,Block Group 2; Census Tract 7; Clare County; Michigan,756,723,13,0,0,0,0,0,20,57500
1500000US260350007003,Block Group 3; Census Tract 7; Clare County; Michigan,522,487,11,0,0,0,0,12,12,45000
1500000US260350007004,Block Group 4; Census Tract 7; Clare County; Michigan,1156,1062,15,8,4,0,0,67,0,62188
1500000US260350008001,Block Group 1; Census Tract 8; Clare County; Michigan,1004,885,0,10,0,0,0,89,20,63295
1500000US260350008002,Block Group 2; Census Tract 8; Clare County; Michigan,1583,1548,0,9,8,0,0,13,5,54435
1500000US260350008003,Block Group 3; Census Tract 8; Clare County; Michigan,647,620,0,0,0,0,0,27,0,55156
1500000US260350008004,Block Group 4; Census Tract 8; Clare County; Michigan,1032,1017,0,0,0,0,0,15,0,66875
1500000US260350009001,Block Group 1; Census Tract 9; Clare County; Michigan,1156,1091,0,17,0,0,0,0,48,37300
1500000US260350009002,Block Group 2; Census Tract 9; Clare County; Michigan,925,865,6,0,0,0,0,54,0,40677
1500000US260350010001,Block Group 1; Census Tract 10; Clare County; Michigan,1188,1172,0,0,0,0,0,16,0,43472
1500000US260350010002,Block Group 2; Census Tract 10; Clare County; Michigan,1001,981,0,0,0,0,0,20,0,36341
1500000US260350010003,Block Group 3; Census Tract 10; Clare County; Michigan,822,762,0,0,0,0,0,12,48,41094
1500000US260350013011,Block Group 1; Census Tract 13.01; Clare County; Michigan,1788,1696,55,11,0,0,0,19,7,34427
1500000US260350013012,Block Group 2; Census Tract 13.01; Clare County; Michigan,610,568,0,0,0,0,0,6,36,37019
1500000US260350013013,Block Group 3; Census Tract 13.01; Clare County; Michigan,393,393,0,0,0,0,0,0,0,36731
1500000US260350013021,Block Group 1; Census Tract 13.02; Clare County; Michigan,1195,1167,0,0,0,0,0,28,0,36842
1500000US260370101041,Block Group 1; Census Tract 101.04; Clinton County; Michigan,1000,522,4,0,0,0,25,104,345,35734
1500000US260370101042,Block Group 2; Census Tract 101.04; Clinton County; Michigan,547,432,27,0,9,0,0,24,55,62639
1500000US260370101043,Block Group 3; Census Tract 101.04; Clinton County; Michigan,2284,1637,107,0,299,0,0,190,51,103846
1500000US260370101051,Block Group 1; Census Tract 101.05; Clinton County; Michigan,2067,1615,140,0,0,0,0,104,208,141354
1500000US260370101052,Block Group 2; Census Tract 101.05; Clinton County; Michigan,1543,1287,4,14,0,0,0,31,207,79400
1500000US260370101071,Block Group 1; Census Tract 101.07; Clinton County; Michigan,1300,1278,4,0,0,0,0,0,18,98375
1500000US260370101072,Block Group 2; Census Tract 101.07; Clinton County; Michigan,2824,2257,28,0,0,0,27,246,266,113266
1500000US260370101081,Block Group 1; Census Tract 101.08; Clinton County; Michigan,1963,1762,0,0,0,0,48,54,99,109327
1500000US260370101082,Block Group 2; Census Tract 101.08; Clinton County; Michigan,1632,1322,12,32,0,0,122,0,144,107500
1500000US260370101083,Block Group 3; Census Tract 101.08; Clinton County; Michigan,897,827,0,0,4,0,0,4,62,134625
1500000US260370102011,Block Group 1; Census Tract 102.01; Clinton County; Michigan,1266,1184,1,0,10,0,0,2,69,46971
1500000US260370102012,Block Group 2; Census Tract 102.01; Clinton County; Michigan,923,673,87,13,39,0,0,61,50,72708
1500000US260370102031,Block Group 1; Census Tract 102.03; Clinton County; Michigan,626,520,7,0,0,0,0,73,26,58088
1500000US260370102032,Block Group 2; Census Tract 102.03; Clinton County; Michigan,575,420,1,0,17,0,0,33,104,32250
1500000US260370102041,Block Group 1; Census Tract 102.04; Clinton County; Michigan,2348,2268,7,0,25,0,0,9,39,113456
1500000US260370103001,Block Group 1; Census Tract 103; Clinton County; Michigan,1692,1537,0,0,0,0,0,59,96,95089
1500000US260370103002,Block Group 2; Census Tract 103; Clinton County; Michigan,2298,1988,95,1,16,0,0,29,169,92813
1500000US260370103003,Block Group 3; Census Tract 103; Clinton County; Michigan,1581,1257,0,0,50,0,2,243,29,106969
1500000US260370104001,Block Group 1; Census Tract 104; Clinton County; Michigan,1725,1607,0,0,0,6,0,56,56,97308
1500000US260370104002,Block Group 2; Census Tract 104; Clinton County; Michigan,1330,1184,0,0,0,0,5,31,110,127500
1500000US260370104003,Block Group 3; Census Tract 104; Clinton County; Michigan,1024,956,1,0,2,0,0,12,53,94250
1500000US260370104004,Block Group 4; Census Tract 104; Clinton County; Michigan,978,811,116,0,0,0,0,12,39,93500
1500000US260370105001,Block Group 1; Census Tract 105; Clinton County; Michigan,1770,1704,0,0,8,0,0,10,48,73393
